NUM_TRAIN_EPISODES = 100

Episode		Average loss

0		None
1		0.5663026617839932
2		10.327551952348305
3		6.344875381829647
4		5.477353548331719
5		8.061295964253636
6		11.477744337016096
7		9.112410768414989
8		12.052171136769983
9		9.844197095061341
10		9.598160770936655
11		4.138906601816416
12		4.788053890496182
13		7.292629731935449
14		9.219163490858461
15		7.712263486037652
16		9.121414425348242
17		6.811830409608471
18		6.267152361035572
19		10.640551719282355
20		9.70858982189869
21		12.97350461187738
22		11.798800984546542
23		6.6693318106699735
24		5.904397534159943
25		13.645825317304116
26		6.02622663365169
27		7.046639872093995
28		9.414957429654896
29		7.544115463582178
30		11.000532035405437
31		7.2512970917547745
32		7.390051824506372
33		8.421905575630566
34		4.627708679065108
35		8.06445134489944
36		8.999596194662153
37		6.880486704253902
38		6.296097262684877
39		6.872114480727098
40		7.948919311786692
41		5.550781669716041
42		6.035158869624138
43		6.506226556375623
44		5.629157854244113
45		5.7154736458621125
46		6.266163980513811
47		6.417371465762456
48		5.767968117484245
49		6.145913058519364
50		6.407633632731934
51		1.8948795398076375
52		7.231161496243798
53		4.069468889134721
54		6.140776225055258
55		6.685351935296279
56		3.749070687202254
57		5.502134599553591
58		10.759060927977165
59		5.350178225586812
60		4.262277130456641
61		3.599746774882078
62		1.2909786286763847
63		5.078316065249965
64		3.2866185451857746
65		5.473324172703239
66		5.716788292125178
67		6.048025830147358
68		4.21807039829974
69		5.280135121720377
70		5.813113692216575
71		7.70480261683464
72		7.9795181304216385
73		4.968209777692599
74		4.594438941858243
75		3.780495643797444
76		4.4101907035986345
77		2.8629694861861377
78		2.406999363830047
79		4.176495865908994
80		2.042751618169455
81		3.829861127164053
82		3.2450310779062823
83		6.757071580504999
84		1.7139437964845758
85		4.802679106069263
86		3.2730786986649036
87		1.321512435962047
88		2.591647393571643
89		2.8911381609737874
90		2.834356666457924
91		5.376134943411064
92		6.756985683304568
93		2.7705929428339005
94		5.805161540086071
95		7.431786769069731
96		5.1249457695004015
97		5.131691362760547
98		2.742937148115339
99		0.1699546780437231
100		5.883991247831056
101		4.212789191367725
102		6.30502896829365
103		3.2835893568893275
104		1.6196827357634902
105		3.852583843729614
106		4.318237374868865
107		2.6556576270466814
108		4.094340995827224
109		3.4359406467726026
110		3.8065873895247933
111		0.9807571291069811
112		4.4295082911266945
113		2.1087284995425892
114		2.787351064158914
115		6.213321043247426
116		4.625372458981084
117		4.438844128469513
118		1.2790604622210735
119		1.6068148092868237
120		4.77522788879772
121		2.3363653536556135
122		0.24302536714822054
123		3.207616539143671
124		1.6908767214044929
125		2.4082075640559197
126		2.229195597115904
127		4.001189786911709
128		2.2414633720181882
129		3.369288179079174
130		6.579964274576364
131		5.627783595817164
132		8.221243580570444
133		9.446183591770628
134		1.6953085550339893
135		6.088418802304659
136		6.438378290304294
137		6.922891742797219
138		7.08195226944983
139		2.5477853988164236
140		5.375332662569625
141		8.875996516467156
142		6.103169065667316
143		6.543075929085414
144		9.973088252047697
145		5.288748228272726
146		9.490547396998474
147		7.130902770906687
148		12.051904043803612
149		4.998409938481119
