NUM_TRAIN_EPISODES = 100

Episode		Average loss
189		2037.3541387644682
190		2597.253817677498
191		2699.910517692566
192		1721.6401910146078
193		2113.3439304916947
194		2650.2891734441123
195		2147.0771619319917
196		1885.0432815551758
197		2064.3091776371
198		2230.74627661705
199		2501.654829486211
200		2475.7205749750137
201		2057.764257033666
202		1533.3159798383713
203		2435.1462631702425
204		2816.569987297058
205		1998.5458614826202
206		2452.8234745308205
207		1772.3355068206788
208		2356.7756917476654
209		2481.4838141441346
210		2234.0034916136
211		2046.9802327156067
212		1888.2380073865254
213		2213.5702800750732
214		2723.445977859497
215		1659.835802078247
216		2570.2943328857423
217		2082.6497925281524
218		2075.4879875183105
219		2402.2783098220825
220		2252.2212733983993
221		1701.1328229904175
222		2107.511723279953
223		2096.4978908625517
224		1688.3636565208435
225		2091.3322237173716
226		2316.3404777390615
227		2005.9633803367615
228		2742.353503656387
229		2027.8654731114705
230		2001.9910018103462
231		2212.3675144910812
232		1959.582365989685
233		2152.4740635871885
234		2244.441906972365
235		2258.4524320874893
236		2444.0548571745553
237		1786.37999393629
238		1750.0783293151856
239		1919.5500513402428
240		1873.7635376541702
241		2827.2157021435823
242		1653.0882709423702
243		1778.8210131327312
244		1799.3862359258865
245		2011.1332581043243
246		1863.477861881256
247		1819.5909388065338
248		1848.612205028534
249		1494.5881306103297
250		2392.0637241363524
251		2519.6504299163817
252		1977.8032264244266
253		1978.430391341921
254		1852.9100484393891
255		1814.8528954894455
256		1646.6790640354156
257		1620.6772448675972
258		884.8103745778402
259		1668.5528786977131
260		1253.1240546703339
261		1473.9540990193684
262		2474.6548857159087
263		1686.51188410653
264		1870.2145719051362
265		1609.8898161649704
266		1431.1389602661134
267		1859.1352045977558
268		2338.5048158963523
269		1541.7053390079075
270		1755.3099121517605
271		1760.6287552969795
272		1786.8435797324548
273		2206.4319953918457
274		2080.5039076010385
275		2711.121019681295
276		2939.1820972561836
277		2320.02444190979
278		365.01177644729614
279		2106.87987502416
280		2619.3297103881837
281		1674.2563969203404
282		1432.2979333665635
283		2047.1808768681117
284		1791.8445802346255
285		2417.7687764167786
286		1867.8064221191407
287		3096.7351292504204
288		2744.2556055242367
289		3133.853524384675
290		3454.1445459153915
291		2392.334284435619
292		1424.485082244873
293		2023.2336239607437
294		1749.9403768539428
295		2170.4226184572494
296		2044.456869284312
297		2509.1851195229424
298		1920.9986281924778
299		2190.7364365259805
300		2261.595330980089
301		2183.9814885192445
302		2388.6150799592338
303		1873.5522560278575
304		1670.7708021510732
305		1613.8469702005386
306		1564.0206922531129
307		1816.9797228083892
308		2026.1243416712834
309		1950.5763420263927
310		1863.4015996721055
311		1911.6975811803063
312		2380.8630557250976
313		2339.596777757009
314		2022.1917675733566
315		1909.3159399447234
316		2173.695513435032
317		2830.72886793954
318		1732.3137058530535
319		1820.931160820855
320		1532.565227508545
321		2512.231856664022
322		1596.026684443156
323		1680.8102213541667
324		2579.5776319503784
325		2010.389004309972
326		2114.547662639618
327		2952.804233264923
328		1796.005912899971
329		2651.0113139152527
330		1703.2924973169963
331		2622.378578901291
332		2211.659350633621
333		2603.93214003245
334		2787.8665928840637
335		2460.693686644236
336		2482.5202534539358
337		1517.5997117360432
338		1925.1987649599712
339		2160.8952586915757
340		2150.2354612986246
341		2492.9502535219544
342		1276.280963897705
343		2271.1736020480885
344		1549.3474043332612
345		2225.0475758825028
346		2211.248338794708
347		2753.719355477227
348		2363.1428098505194
349		2401.9385681915282
350		2194.240623696645
351		2612.7655528386435
352		2389.3906247615814
353		1705.6847240536713
354		2186.5943926547434
355		2063.76896241995
356		2332.840574423472
357		1832.3455156598773
358		2125.9954328918457
359		2013.6360208071196
360		1958.0816484178815
361		2235.2976147731147
362		1419.1544262921368
363		1552.4022969213024
364		1900.7447628974915
365		2271.4944201310477
366		2111.0501649039134
367		2158.322209077723
368		1651.7112302780151
369		2327.684384536743
370		2218.8179675340652
371		2036.3462309837341
372		2209.2503633210154
373		1837.4711944178532
374		2202.706851800283
375		1485.6087760925293
376		2150.1424289941788
377		2248.9527229070663
378		1690.4122318788009
379		1609.2976617633171
380		1944.9182955913054
381		2240.7314016819
382		2164.7471157709756
383		1680.2978391232698
384		1630.9373176009567
385		2208.261750459671
386		2220.897190093994
387		2443.201294231415
388		1878.1401142120362
389		1980.922137648971
390		2158.503004247492
391		2602.4874650515044
392		2181.3455968584335
393		2362.078310921079
394		2003.9518699645996
395		1786.7900398572285
396		2261.9254859577527
397		2252.838912010193
398		1756.8226737976074
399		1609.694269657135
400		2238.983361053467
401		1968.367489695549
402		2691.8280137379966
403		1846.384359414237
404		2031.160543507543
405		2023.9055762290955
406		1732.1721541086833
407		1937.6574319375527
408		1862.9193366745772
409		2653.6174175351166
410		1718.9475954567513
411		1533.3802074432374
412		2669.6834284464517
413		2214.7491760253906
414		2151.5487037234834
415		2048.128466510773
416		1905.7095721562703
417		1806.0225790871514
418		2102.2415882873534
419		1611.9467294941778
420		2052.669000466665
421		2208.083480623033
422		1836.5118261684072
423		1858.1775006188286
424		2123.546172385992
425		1804.5755555123994
426		2251.911855697632
427		2041.0715193218655
428		1542.1566079302531
429		1705.4207169775868
430		2276.7116646660697
431		2667.964645385742
432		2648.111617392682
433		2105.9981837553137
434		2075.606109778086
435		1945.8328130510117
436		2128.1008447011313
437		1938.9271564483643
438		1546.0914483070374
439		1950.352789402008
440		1210.2683003743489
441		1845.9708864688873
442		1854.823275672065
443		1890.0542899767559
444		2488.911891392299
445		1664.3949705759685
446		2418.3893127441406
447		1690.371522140503
448		2040.7798204421997
449		1565.4728565216064
450		1537.2937978108723
451		2261.2912992997603
452		1833.8672378540039
453		1504.2869129180908
454		2336.1701974868774
455		2389.6045484542847
456		2722.928143310547
457		2125.195004896684
458		2615.6575844319664
459		2213.715035872026
460		977.1331176757812
461		1964.1647033691406
462		2224.960729217529
463		2355.01993560791
464		2211.2274641557174
465		2512.4123989105224
466		1978.914005279541
467		2651.9554138183594
468		2488.1714380052354
469		2291.217187147874
470		1751.5337378761985
471		3099.5248413085938
472		2272.7094176443
473		1897.9790914784307
474		1997.0039160592216
475		2394.8544038714786
476		2913.8511878119575
477		2334.668300628662
478		1636.154764811198
479		1893.1321659088135
480		2430.6677332791414
481		3042.9537331717356
482		1877.034992980957
483		2316.521654229415
484		2353.364896359651
485		1074.0412330627441
486		1206.4516563415527
487		1966.4716356338993
488		2032.7182171161357
489		1639.5223573537974
490		1915.6061121622722
491		2716.9992891947427
492		2092.80193901062
493		2125.4932181835175
494		2160.429747687446
495		2756.8596886528862
496		1706.712999343872
497		2237.491622161865
498		2575.620190938314
499		2002.414207458496
500		2150.890339279175
501		1899.802470615932
502		2555.0831384658813
503		1692.8482122421265
504		2131.4716796875
505		2322.0780181884766
506		1842.002804347447
507		2238.7064639197456
508		2249.9943858555384
509		2066.9345964219833
510		2062.1136039451317
511		2645.1497703552245
512		2557.111838531494
513		1853.4358463287354
514		1758.7616241455078
515		1875.4804970423381
516		2181.7770195007324
517		1826.8813012440999
518		2499.423727671305
519		2335.277074813843
520		1915.4310245513916
521		1872.0662316216362
522		2485.832688467843
523		2434.792209972035
524		2708.5819288889566
525		1359.356201171875
526		2469.646531982422
527		2160.433162830494
528		2698.7571614583335
529		1604.1212001376682
530		2009.90770964189
531		1753.824490727605
532		1975.9967790968874
533		2494.1610577901206
534		1465.934458732605
535		2476.316697438558
536		1967.7667146570543
537		1833.9188977755034
538		2432.3889256990874
539		2266.930095418294
540		2724.079034978693
541		1722.0512107849122
542		1697.990000780891
543		2139.5979256263145
544		1773.9912300109863
545		2557.6349188486734
546		2409.516676766532
547		2188.9379889170327
548		2381.953943464491
549		1509.9117460250854
550		1908.3528342928205
551		3001.8380823135376
552		2614.1334804666453
553		2100.65210291851
554		1773.4465527534485
555		2304.931847381592
556		2441.326171875
557		2016.280840555827
558		1865.4159801801045
559		2428.039457321167
560		1417.3490905761719
561		2223.558867454529
562		3098.299102783203
563		1965.2397422790527
564		2653.731328392029
565		2375.0068550109863
566		2127.7753982543945
567		1600.7388974703276
568		1805.9004096190135
569		2168.3849014282227
570		1773.0235195159912
571		1824.7139139175415
572		1771.576411819458
573		1083.3336546156143
574		1571.292781829834
575		2400.2474654515586
576		1493.6483370463054
577		2141.31809425354
578		2128.7818181174143
579		2477.0387914657595
580		1319.0787898472377
581		1866.163733100891
582		2520.466883341471
583		1843.2482984983003
584		2339.681608359019
585		2619.599017461141
586		1832.5272979736328
587		2336.7354006767273
588		2077.9508781433105
589		2786.684616088867
590		1556.3055046081543
591		2380.6751999273533
592		2055.0257707961064
593		2400.1300960116914
594		2222.0916969299315
595		2615.094956137917
596		2792.828459739685
597		2383.2216428120933
598		2452.499756206166
599		1907.7448422046418
600		3128.6858784068713
601		2399.1507425308228
602		2294.7643074035645
603		2280.801997502645
604		1502.5704228083293
605		2475.581974411011
606		2388.472436087472
607		2518.6230225434174
608		2094.567704942491
609		1561.1966160365514
610		1448.8601579938615
611		2066.7348248517073
612		2543.415785047743
613		2070.885763549805
614		2317.551984613592
615		2186.9398528507777
616		2062.210749308268
617		2501.487921142578
618		2275.3551076253257
619		2219.9633823394774
620		1428.8813010321724
621		2580.221837043762
622		2604.3106371561685
623		2520.765839576721
624		2256.4187189737954
625		2046.481166294643
626		1870.520262631503
627		2224.97468524509
628		1484.7343111038208
629		1973.0862496693928
630		2092.6087958595967
631		2151.5801245795355
632		2133.259890192205
633		2310.989326159159
634		1646.5137683644014
635		1667.9512489937447
636		1655.4461401076544
637		2009.9194436975426
638		1997.4340853009905
639		2808.5552101135254
640		2053.772754375751
641		2114.1602219899496
642		1950.2266367132013
643		1887.860201517741
644		2708.715658823649
645		2395.8548469543457
646		2453.2400950556216
647		1793.151795177925
648		2642.123533089956
649		1897.3243141174316
650		2682.070007911095
651		1790.0318917667164
652		1892.5628182547432
653		2308.937259250217
654		2253.810992717743
655		2163.1741643633163
656		2216.5676136016846
657		2511.928456624349
658		2178.4427419591834
659		1879.0501166449653
660		2372.423048570421
661		2283.184100115741
662		1343.2849140167236
663		2080.3135110360604
664		199.36676025390625
665		2528.4138832092285
666		2436.525406519572
667		2591.2457514868843
668		1830.289430141449
669		2430.678652615017
670		2475.5321524483816
671		2885.2686891555786
672		2060.6424757639566
673		2735.362624698215
674		2216.1332092285156
675		2407.6710839705033
676		2158.040127840909
677		2400.9408502578735
678		2297.135776837667
679		1895.821910434299
680		1938.9982710944282
681		1999.914000348347
682		2368.8929039207665
683		2065.2602186936597
684		1974.8722479248047
685		1591.6908771603607
686		2168.078511962891
687		2593.797629878206
688		1685.1963418698779
689		2008.2192333766393
690		2389.9280001322427
691		2340.3941332135882
692		2310.9224781540206
693		2729.970757961273
694		2447.8091481526694
695		1940.637788772583
696		2383.074037097749
697		2251.6185188293457
698		2497.5136080932616
699		1931.0026016235352
700		1641.2804768880208
701		2313.9553235028243
702		3264.7130447778945
703		1700.0455596923828
704		2275.264890266187
705		2246.897506713867
706		2282.8202340867783
707		2301.3961406283906
708		2489.48641204834
709		3044.6168282826743
710		2392.236841837565
711		1927.7021217346191
712		2669.494080200195
713		2784.8265188116775
714		1992.6126827663845
715		2044.478956434462
716		1703.1305847167969
717		1869.8761862295646
718		1505.413079398019
719		1977.2347670335037
720		2089.115937550863
721		1560.02876663208
722		1927.9814703805107
723		1803.5088335673015
724		2339.5120779673257
725		1905.3044204711914
726		1723.6862124274758
727		2510.617139543806
728		2629.1209302629745
729		2087.560844039917
730		2468.793356808749
731		2307.0882209329043
732		2261.2582273130065
733		2203.823027580015
734		2406.385414428711
735		2150.688586552938
736		1948.2377721998428
737		2309.3880195617676
738		2275.872741381327
739		2271.4552322387694
740		2028.6497837413442
741		2100.481586456299
742		2322.5468406677246
743		2238.3237767219543
744		1977.64896291097
745		2684.4315616607664
746		1688.2048975626628
747		2210.2080039978027
748		1548.7005283355713
749		1906.8881991916232
750		1802.7678010360055
751		2505.018973827362
752		2139.327425956726
753		2282.4782818385534
754		2320.775476667616
755		1458.8535901961789
756		2383.067962036133
757		1813.577640109592
758		1847.4372941924305
759		1893.4604517618816
760		2078.3921508789062
761		1979.5376841227214
762		1268.2317975997926
763		2239.6262577056887
764		2165.2393431486908
765		1737.4148746066624
766		2538.250254423722
767		2377.597417195638
768		2087.759963226318
769		2485.5322691599526
770		2136.686227416992
771		2178.818406748217
772		1795.6897648045274
773		2516.2145427068076
774		2018.9931232349293
775		2112.8226069859097
776		2304.328748703003
777		1788.6223551432292
778		2091.0868677103294
779		2294.2819942898223
780		1708.6092102050782
781		1362.7635302421374
782		1781.6854231092666
783		2157.495542379526
784		2109.967233657837
785		1543.3811360168456
786		1755.1324973473181
787		2579.199419869317
788		2061.4415583456716
789		2385.495475115095
790		2037.5365600585938
791		2161.3314900398254
792		2418.591081407335
793		2598.7420818931178
794		2082.1677443560434
795		1833.643726348877
796		1925.6485997980292
797		1396.9907569885254
798		2159.140119112455
799		1898.2983228243315
800		2548.5168709754944
801		2706.298129717509
802		2236.130590438843
803		1878.4032404972957
804		2047.4581279754639
805		2255.7299920159417
806		1579.184868367513
807		2518.838186264038
808		2471.0038307507834
809		2262.2020568847656
810		2280.332697868347
811		2127.341416897981
812		1766.3925477808173
813		1829.299205356174
814		2587.972126642863
815		1890.2887852986653
816		2277.940517923106
817		2158.3099770894864
818		866.2296962738037
819		2004.326934390598
820		2166.425359725952
821		2290.568571472168
822		2652.9823440975615
823		2601.7651344748106
824		1932.7247129587026
825		1594.0012613443228
826		2045.5925957815987
827		1985.49693003872
828		2802.0143389020645
829		1897.5204319953918
830		2216.254192352295
831		1520.7195313771565
832		1545.8968478393554
833		1408.8474213843251
834		2146.2717416551377
835		1699.1504952112834
836		2053.4947785695394
837		2101.9341909235172
838		2645.9623574150933
839		1958.0984261252663
840		1625.3393733433315
841		2359.4479007720947
842		2102.797832912869
843		2772.7926987542046
844		1317.7669404347737
845		2988.2229707505967
846		2358.779189716686
847		2015.3996987776322
848		1949.1380428738064
849		2197.1080275315503
850		1987.673452879253
851		2677.0588928222655
852		2135.7519084789133
853		2605.3787994384766
854		2048.5653717823516
855		2591.669723923142
856		2125.448608197664
857		2565.968221028646
858		2034.4563172658284
859		2780.5155076246997
860		2387.0943875994003
861		2196.205113378064
862		2699.833953081551
863		1675.1191079881455
864		2767.9770765304565
865		2464.913845062256
866		2478.6131114959717
867		1480.6173063913982
868		2216.6356455485025
869		2284.2602500915527
870		2017.4365172752966
871		1944.928633371989
872		2323.036266517639
873		2529.187521501021
874		2259.5809898376465
875		2096.7475929260254
876		2615.865628051758
877		2480.4408078400984
878		2631.480600797213
879		2008.594667261297
880		2861.4423766665986
881		2453.8982857152037
882		2614.5692528618706
883		2356.9933230082192
884		2103.0760803222656
885		1941.0751557350159
886		2638.5087801615396
887		2231.7320571899413
888		2635.772184753418
889		2203.7244714101157
890		2536.1512241363525
891		2386.2219044821604
892		2084.210763491117
893		2012.3297249930245
894		2196.136228137546
895		2056.696529812283
896		1990.4845966762966
897		2310.6878925323485
898		2199.670969645182
899		2064.82874080113
